n_blocks,insert_bps,erase_bps
1672,3.98208e+06,2.42991e+06
1674,5.79621e+06,2.42991e+06
1676,1.2e+06,2.42991e+06
1676,1.2e+06,3.32558e+06
1678,1.47649e+06,3.32558e+06
1678,1.47649e+06,8.14286e+06
1674,1.47649e+06,5.47601e+06
1676,4.45455e+06,5.47601e+06
1673,4.45455e+06,1.41441e+07
1675,4.57925e+07,1.41441e+07
1677,8.28994e+06,1.41441e+07
1677,8.28994e+06,1.07121e+07
1679,2.94326e+06,1.07121e+07
1678,2.94326e+06,1.52763e+07
1680,2.62681e+06,1.52763e+07
1680,2.62681e+06,416000
1682,1.07419e+07,416000
1682,1.07419e+07,2.055e+07
1684,1.39103e+06,2.055e+07
1686,2.8626e+06,2.055e+07
1686,2.8626e+06,1.09322e+07
1686,2.8626e+06,1.60106e+06
1685,2.8626e+06,4.78095e+06
1687,4.74545e+06,4.78095e+06
1685,4.74545e+06,2.65493e+06
1687,2.38e+07,2.65493e+06
1686,2.38e+07,2.16415e+07
1688,4.68909e+07,2.16415e+07
1685,4.68909e+07,7.45062e+06
1685,4.68909e+07,3.34483e+06
1685,4.68909e+07,258621
1687,4.46341e+06,258621
1686,4.46341e+06,3.94259e+07
1686,4.46341e+06,3.69355e+06
1688,1.03789e+07,3.69355e+06
1690,1.07451e+07,3.69355e+06
1690,1.07451e+07,5.55752e+06
1692,3.34591e+06,5.55752e+06
1689,3.34591e+06,7.77596e+06
1689,3.34591e+06,2.02232e+06
1691,1.75804e+07,2.02232e+06
1690,1.75804e+07,3.18696e+07
1690,1.75804e+07,3.00455e+06
1690,1.75804e+07,6.89091e+06
1692,2.3464e+07,6.89091e+06
1691,2.3464e+07,1.13271e+07
1693,1.01803e+07,1.13271e+07
1691,1.01803e+07,7.30556e+06
1690,1.01803e+07,5.448e+06
1692,8.30876e+06,5.448e+06
1692,8.30876e+06,2.22381e+06
1692,8.30876e+06,1.32e+08
1692,8.30876e+06,3.26e+06
1694,8.46512e+06,3.26e+06
1696,365591,3.26e+06
1698,4.01923e+06,3.26e+06
1698,4.01923e+06,6.00568e+06
1700,1.22026e+06,6.00568e+06
1702,1.22222e+06,6.00568e+06
1704,2.45192e+06,6.00568e+06
1703,2.45192e+06,5.48077e+06
1703,2.45192e+06,8.75e+06
1705,1.50427e+07,8.75e+06
1707,1.39048e+06,8.75e+06
1707,1.39048e+06,935484
1709,468293,935484
1711,1.52174e+06,935484
1711,1.52174e+06,7.98077e+06
1711,1.52174e+06,1.60357e+07
1713,2.3198e+07,1.60357e+07
1709,2.3198e+07,3.42375e+07
1711,4.13182e+06,3.42375e+07
1711,4.13182e+06,658537
1713,1.46073e+06,658537
1713,1.46073e+06,1.7732e+06
1713,1.46073e+06,266272
1711,1.46073e+06,5.74408e+06
1711,1.46073e+06,2.11728e+06
1710,1.46073e+06,1.01014e+07
1712,1.38587e+07,1.01014e+07
1714,1.05484e+07,1.01014e+07
1713,1.05484e+07,2.82801e+06
1715,497967,2.82801e+06
1715,497967,1.66292e+06
1714,497967,4.9895e+06
1716,1.25863e+07,4.9895e+06
1712,1.25863e+07,7.37584e+06
1714,5.72535e+06,7.37584e+06
1712,5.72535e+06,2.78886e+06
1714,5.40559e+06,2.78886e+06
1714,5.40559e+06,8.44e+06
1714,5.40559e+06,750000
1716,9.10494e+06,750000
1711,9.10494e+06,2.47907e+07
1713,1.40312e+07,2.47907e+07
1715,1.29412e+06,2.47907e+07
1712,1.29412e+06,1.24301e+07
1714,1.19641e+07,1.24301e+07
1716,4.83895e+06,1.24301e+07
1710,4.83895e+06,9.64748e+06
1710,4.83895e+06,4.20968e+06
1712,1.36557e+07,4.20968e+06
1714,9.18721e+06,4.20968e+06
1711,9.18721e+06,1.16883e+07
1710,9.18721e+06,5.29412e+06
1712,2.8825e+07,5.29412e+06
1712,2.8825e+07,3.0549e+06
1712,2.8825e+07,5.07463e+06
1714,4.33831e+06,5.07463e+06
1711,4.33831e+06,2.85e+07
1711,4.33831e+06,3.08e+06
1713,1.63624e+07,3.08e+06
1712,1.63624e+07,3.61935e+07
1712,1.63624e+07,2.42208e+06
1712,1.63624e+07,7.41509e+06
1714,1.42636e+06,7.41509e+06
1716,1.1168e+07,7.41509e+06
1716,1.1168e+07,2.17414e+07
1716,1.1168e+07,1.6194e+07
1718,1.75024e+07,1.6194e+07
1709,1.75024e+07,2.22547e+07
1711,1.12958e+07,2.22547e+07
1711,1.12958e+07,8.4557e+06
1713,1.91905e+07,8.4557e+06
1713,1.91905e+07,398907
1712,1.91905e+07,2.14839e+06
1714,1.65175e+07,2.14839e+06
1714,1.65175e+07,250000
1714,1.65175e+07,3.73626e+06
1716,1.05806e+07,3.73626e+06
1714,1.05806e+07,1.13791e+07
1710,1.05806e+07,1.04096e+07
1712,2.72424e+07,1.04096e+07
1712,2.72424e+07,3.01887e+07
1711,2.72424e+07,3.38249e+06
1713,8.53714e+06,3.38249e+06
1715,6.1073e+06,3.38249e+06
1713,6.1073e+06,1.58511e+07
1715,5.95575e+06,1.58511e+07
1709,5.95575e+06,6.62245e+06
1708,5.95575e+06,1.30244e+07
1710,3.79296e+07,1.30244e+07
1712,6.87143e+06,1.30244e+07
1714,1.12403e+06,1.30244e+07
1716,651515,1.30244e+07
1715,651515,2.10845e+07
1715,651515,3.35849e+06
1717,1.12556e+07,3.35849e+06
1717,1.12556e+07,1.52869e+06
1719,2.72619e+06,1.52869e+06
1721,1.18009e+06,1.52869e+06
1719,1.18009e+06,1.47784e+07
1721,4.43571e+07,1.47784e+07
1723,2.97026e+06,1.47784e+07
1723,2.97026e+06,7.53571e+06
1725,5.51462e+06,7.53571e+06
1725,5.51462e+06,441489
1727,1.10305e+06,441489
1729,833333,441489
1728,833333,2.98406e+06
1730,625668,2.98406e+06
1732,7.31439e+06,2.98406e+06
1732,7.31439e+06,4.88827e+06
1731,7.31439e+06,4.35271e+06
1731,7.31439e+06,274112
1733,2.01533e+07,274112
1730,2.01533e+07,1.97125e+07
1732,4.35023e+06,1.97125e+07
1734,8.60317e+06,1.97125e+07
1731,8.60317e+06,1.83684e+07
1733,1.00256e+07,1.83684e+07
1731,1.00256e+07,2.51429e+06
1731,1.00256e+07,1.16471e+06
1733,7.28571e+06,1.16471e+06
1735,1.95513e+06,1.16471e+06
1734,1.95513e+06,7.05085e+06
1736,4.27473e+06,7.05085e+06
1733,4.27473e+06,2.48725e+07
1735,2.032e+07,2.48725e+07
1737,1.73729e+06,2.48725e+07
1736,1.73729e+06,3.6717e+07
1738,6.59135e+06,3.6717e+07
1738,6.59135e+06,2.30467e+06
1740,5.14286e+06,2.30467e+06
1742,1.03139e+06,2.30467e+06
1742,1.03139e+06,6.99405e+06
1744,677895,6.99405e+06
1742,677895,5.38168e+06
1744,1.25047e+07,5.38168e+06
1740,1.25047e+07,1.91465e+07
1742,2.2703e+07,1.91465e+07
1744,1.6124e+06,1.91465e+07
1746,763158,1.91465e+07
1748,576720,1.91465e+07
1750,4.05286e+06,1.91465e+07
1750,4.05286e+06,8.31429e+06
1750,4.05286e+06,5.375e+06
1752,912913,5.375e+06
1754,986207,5.375e+06
1752,986207,1.88533e+07
1754,1.08411e+07,1.88533e+07
1756,843137,1.88533e+07
1758,101124,1.88533e+07
1758,101124,3.71667e+06
1760,5e+06,3.71667e+06
1762,1.16832e+06,3.71667e+06
1764,908654,3.71667e+06
1764,908654,4.26667e+06
1759,908654,6.14088e+06
1761,2.331e+07,6.14088e+06
1763,1.41899e+06,6.14088e+06
1760,1.41899e+06,6.13143e+06
1762,8.79245e+06,6.13143e+06
1762,8.79245e+06,3.025e+06
1764,1.77816e+06,3.025e+06
1764,1.77816e+06,7.65714e+06
1766,4.32571e+06,7.65714e+06
1768,6.53135e+06,7.65714e+06
1766,6.53135e+06,1.24703e+07
1768,4.94667e+06,1.24703e+07
1768,4.94667e+06,4.29412e+06
1770,3.15429e+06,4.29412e+06
1770,3.15429e+06,1.07759e+06
1769,3.15429e+06,1.64674e+07
1771,2.13929e+07,1.64674e+07
1766,2.13929e+07,6.98491e+06
1768,3.7809e+06,6.98491e+06
1768,3.7809e+06,4.00476e+06
1770,6.12418e+06,4.00476e+06
1770,6.12418e+06,3.11053e+07
1770,6.12418e+06,1.96667e+06
1770,6.12418e+06,2.76838e+06
1772,9.92157e+06,2.76838e+06
1770,9.92157e+06,6.2746e+07
1772,1.83419e+07,6.2746e+07
1772,1.83419e+07,5.25e+06
1771,1.83419e+07,5.0625e+07
1773,1.18811e+07,5.0625e+07
1775,9.2e+06,5.0625e+07
1774,9.2e+06,5.25143e+06
1773,9.2e+06,7.09459e+06
1773,9.2e+06,1.33146e+06
1775,2.69808e+07,1.33146e+06
1775,2.69808e+07,2.67729e+06
1777,3.85169e+06,2.67729e+06
1769,3.85169e+06,3.00676e+07
1767,3.85169e+06,5.94652e+06
1769,9.36792e+06,5.94652e+06
1771,3.36389e+07,5.94652e+06
1770,3.36389e+07,1.23435e+07
1768,3.36389e+07,5.68976e+06
1770,9.125e+06,5.68976e+06
1770,9.125e+06,6.73529e+06
1772,9.08982e+06,6.73529e+06
1769,9.08982e+06,1.04874e+07
1771,3.06444e+06,1.04874e+07
1773,263975,1.04874e+07
1773,263975,5.14815e+06
1773,263975,2.75556e+06
1773,263975,4.95402e+06
1775,1.49756e+07,4.95402e+06
1775,1.49756e+07,4.3506e+06
1777,5.02652e+06,4.3506e+06
1777,5.02652e+06,5.72603e+06
1777,5.02652e+06,5.96552e+06
1775,5.02652e+06,8.27461e+06
1777,1.22688e+07,8.27461e+06
1777,1.22688e+07,4.46154e+06
1779,1.77027e+06,4.46154e+06
1778,1.77027e+06,3.6697e+07
1780,1.78532e+07,3.6697e+07
1782,1.51682e+06,3.6697e+07
1779,1.51682e+06,3.81851e+06
1781,788732,3.81851e+06
1780,788732,3.7602e+06
1782,253521,3.7602e+06
1784,2.19335e+06,3.7602e+06
1784,2.19335e+06,868966
1784,2.19335e+06,3.01569e+06
1784,2.19335e+06,84112.1
1784,2.19335e+06,2.35294e+06
1786,1.22254e+07,2.35294e+06
1786,1.22254e+07,1.32824e+07
1788,3.50679e+06,1.32824e+07
1787,3.50679e+06,5.35385e+06
1787,3.50679e+06,120588
1789,5.51825e+06,120588
1791,1.675e+06,120588
1788,1.675e+06,4.71127e+06
1790,304636,4.71127e+06
1791,5.71383e+06,4.71127e+06
1791,5.71383e+06,4.31373e+06
1791,5.71383e+06,5.33684e+06
1793,4.30303e+06,5.33684e+06
1790,4.30303e+06,4.45833e+06
1792,1.01741e+07,4.45833e+06
1792,1.01741e+07,2.35294e+06
1792,1.01741e+07,1.295e+06
1792,1.01741e+07,3.99115e+06
1790,1.01741e+07,6.28099e+06
1792,6.73041e+06,6.28099e+06
1792,6.73041e+06,529412
1792,6.73041e+06,6.50943e+06
1794,5.42405e+06,6.50943e+06
1791,5.42405e+06,7.63636e+06
1791,5.42405e+06,1.16522e+07
1793,3.98799e+06,1.16522e+07
1793,3.98799e+06,940367
1793,3.98799e+06,117925
1795,1.23385e+06,117925
1795,1.23385e+06,1.35294e+06
1795,1.23385e+06,384615
1797,510989,384615
1797,510989,1.45517e+07
1797,510989,757188
1799,3.00714e+07,757188
1793,3.00714e+07,1.13268e+07
1795,4.14721e+06,1.13268e+07
1797,565854,1.13268e+07
1797,565854,1.93814e+06
1799,469274,1.93814e+06
1798,469274,3.14841e+06
1800,1.78656e+06,3.14841e+06
1802,3e+06,3.14841e+06
1800,3e+06,8.34298e+06
1802,1.76441e+07,8.34298e+06
1798,1.76441e+07,7.17838e+06
1800,5.70803e+06,7.17838e+06
1802,1.04623e+07,7.17838e+06
1798,1.04623e+07,8.47917e+06
1798,1.04623e+07,1.20698e+07
1800,6.71803e+06,1.20698e+07
1802,756831,1.20698e+07
1802,756831,4.83439e+06
1804,2.73592e+06,4.83439e+06
1801,2.73592e+06,1.13905e+07
1803,1.19777e+07,1.13905e+07
1801,1.19777e+07,1.78761e+07
1798,1.19777e+07,1.3e+07
1800,5.00538e+06,1.3e+07
1802,1.25294e+06,1.3e+07
1800,1.25294e+06,7.25385e+06
1802,559701,7.25385e+06
1800,559701,3.325e+06
1802,7.50195e+06,3.325e+06
1800,7.50195e+06,9.1564e+06
1802,3.20323e+06,9.1564e+06
1804,2.50299e+06,9.1564e+06
1806,2.12056e+06,9.1564e+06
1806,2.12056e+06,4.9304e+06
1804,2.12056e+06,4.31366e+06
1806,321101,4.31366e+06
1806,321101,2.45455e+06
1808,1.12183e+07,2.45455e+06
1805,1.12183e+07,7.79325e+06
1805,1.12183e+07,2.70397e+06
1803,1.12183e+07,7.49624e+06
1805,5.30256e+06,7.49624e+06
1807,8.53822e+06,7.49624e+06
1803,8.53822e+06,2.85634e+07
1805,1.01067e+07,2.85634e+07
1807,534351,2.85634e+07
1807,534351,2.41154e+07
1806,534351,3.83456e+06
1808,3.41901e+06,3.83456e+06
1806,3.41901e+06,3.02041e+06
1808,3.66071e+06,3.02041e+06
1810,6.42424e+06,3.02041e+06
1810,6.42424e+06,9.61321e+06
1809,6.42424e+06,2.81544e+06
1811,5.41781e+06,2.81544e+06
1811,5.41781e+06,196653
1813,3.30151e+06,196653
1811,3.30151e+06,8.11739e+06
1813,5.79747e+06,8.11739e+06
1815,2.13333e+06,8.11739e+06
1817,2.69942e+06,8.11739e+06
1816,2.69942e+06,6.5e+07
1816,2.69942e+06,3.06667e+07
1818,4.34884e+06,3.06667e+07
1820,4.41916e+06,3.06667e+07
1819,4.41916e+06,4.1145e+06
1821,2.54187e+06,4.1145e+06
1823,9.7594e+06,4.1145e+06
1822,9.7594e+06,3.87113e+06
1818,9.7594e+06,8e+06
1820,9.40244e+06,8e+06
1818,9.40244e+06,1.28757e+07
1820,3.5027e+07,1.28757e+07
1819,3.5027e+07,1.72075e+07
1821,4.375e+06,1.72075e+07
1823,6.45226e+06,1.72075e+07
1825,335404,1.72075e+07
1823,335404,5.8589e+06
1825,3.96552e+06,5.8589e+06
1827,5.65385e+06,5.8589e+06
1826,5.65385e+06,1.08947e+07
1828,1.27292e+07,1.08947e+07
1826,1.27292e+07,5.14286e+06
1828,7.56122e+06,5.14286e+06
1826,7.56122e+06,3.99138e+06
1824,7.56122e+06,2.64643e+07
1826,2.20935e+07,2.64643e+07
1826,2.20935e+07,1.24462e+07
1822,2.20935e+07,7.68783e+06
1824,1.13649e+07,7.68783e+06
1824,1.13649e+07,4.24219e+06
1826,778589,4.24219e+06
1828,1.52848e+07,4.24219e+06
1820,1.52848e+07,1.47913e+07
1822,1.46957e+07,1.47913e+07
1822,1.46957e+07,959770
1821,1.46957e+07,4.77824e+06
1818,1.46957e+07,8.63158e+06
1820,2.75e+06,8.63158e+06
1822,815789,8.63158e+06
1824,1.27812e+07,8.63158e+06
1823,1.27812e+07,3.69728e+06
1825,95617.5,3.69728e+06
1825,95617.5,3.95745e+06
1827,3.44631e+06,3.95745e+06
1829,1.50556e+06,3.95745e+06
1828,1.50556e+06,5.36905e+06
1827,1.50556e+06,5.43478e+06
1829,1.14229e+07,5.43478e+06
1828,1.14229e+07,9.08046e+06
1830,1.35217e+06,9.08046e+06
1832,1.50085e+07,9.08046e+06
1830,1.50085e+07,2.80612e+07
1832,2.56305e+06,2.80612e+07
1834,3.07649e+06,2.80612e+07
1834,3.07649e+06,1.03347e+06
1832,3.07649e+06,6.42857e+06
1834,2.59184e+06,6.42857e+06
1832,2.59184e+06,2.89535e+06
1834,2.04035e+07,2.89535e+06
1833,2.04035e+07,7.50658e+06
1830,2.04035e+07,2.39698e+06
1832,9.37963e+06,2.39698e+06
1832,9.37963e+06,1.63462e+06
1832,9.37963e+06,105000
1834,5.31579e+06,105000
1832,5.31579e+06,8.52402e+06
1834,3.92932e+06,8.52402e+06
1836,679739,8.52402e+06
1836,679739,3.95833e+06
1838,1.07178e+07,3.95833e+06
1837,1.07178e+07,2.7092e+06
1836,1.07178e+07,1.77193e+06
1838,2.75369e+06,1.77193e+06
1838,2.75369e+06,4.13966e+06
1840,4.78549e+06,4.13966e+06
1840,4.78549e+06,3.52703e+06
1840,4.78549e+06,1.99e+06
1838,4.78549e+06,5.51269e+06
1840,1.17769e+07,5.51269e+06
1838,1.17769e+07,3.09362e+06
1835,1.17769e+07,1.30682e+07
1837,5.78667e+06,1.30682e+07
1839,1.49833e+07,1.30682e+07
1835,1.49833e+07,1.05704e+07
1830,1.49833e+07,6.0922e+06
1833,1.30507e+07,6.0922e+06
1830,1.30507e+07,6.8952e+06
1830,1.30507e+07,7.98507e+06
1832,4.536e+06,7.98507e+06
1834,5.47059e+06,7.98507e+06
1834,5.47059e+06,1.62887e+06
1834,5.47059e+06,4.0123e+06
1833,5.47059e+06,3.05385e+07
1835,5.17059e+07,3.05385e+07
1835,5.17059e+07,1.71622e+06
1828,5.17059e+07,9.0503e+06
1830,3.11043e+06,9.0503e+06
1832,6.0375e+06,9.0503e+06
1834,226667,9.0503e+06
1833,226667,6.35465e+06
1835,7.51613e+06,6.35465e+06
1834,7.51613e+06,4.20513e+06
1836,2.08682e+06,4.20513e+06
1838,2.63819e+06,4.20513e+06
1838,2.63819e+06,5.18269e+06
1840,2.84091e+06,5.18269e+06
1842,4.44747e+06,5.18269e+06
1842,4.44747e+06,3.84043e+06
1840,4.44747e+06,1.17405e+07
1842,2.24016e+06,1.17405e+07
1844,2e+06,1.17405e+07
1846,1.01022e+07,1.17405e+07
1842,1.01022e+07,1.65e+07
1844,1.30496e+06,1.65e+07
1846,608025,1.65e+07
1844,608025,1.85738e+07
1846,5.64655e+06,1.85738e+07
1844,5.64655e+06,3.5597e+06
1846,6.19837e+06,3.5597e+06
1843,6.19837e+06,1.68595e+07
1845,8.0535e+06,1.68595e+07
1845,8.0535e+06,1.89741e+07
1847,1.78605e+07,1.89741e+07
1842,1.78605e+07,7.76817e+06
1844,8.80488e+06,7.76817e+06
1844,8.80488e+06,1.69277e+07
1844,8.80488e+06,4.10185e+06
1846,5.18833e+06,4.10185e+06
1848,1.26488e+06,4.10185e+06
1848,1.26488e+06,3.57895e+07
1846,1.26488e+06,7.99231e+06
1848,1.05906e+07,7.99231e+06
1847,1.05906e+07,2.41133e+06
1849,2.18136e+06,2.41133e+06
1848,2.18136e+06,4.00813e+06
1848,2.18136e+06,2.51592e+06
1850,8.75789e+06,2.51592e+06
1852,5.43154e+06,2.51592e+06
1851,5.43154e+06,6.12219e+06
1853,6.76923e+06,6.12219e+06
1853,6.76923e+06,7.07143e+06
1855,3.44242e+06,7.07143e+06
1855,3.44242e+06,480132
1857,6.32432e+06,480132
1855,6.32432e+06,4.03614e+06
1857,4.47403e+06,4.03614e+06
1853,4.47403e+06,4.01975e+07
1855,5.51807e+06,4.01975e+07
1857,9.62454e+06,4.01975e+07
1849,9.62454e+06,1.37701e+07
1851,1.81136e+07,1.37701e+07
1853,1.12436e+07,1.37701e+07
1850,1.12436e+07,6.86275e+06
1845,1.12436e+07,6.54595e+06
1847,9.83851e+06,6.54595e+06
1845,9.83851e+06,7.6646e+06
1847,1.725e+07,7.6646e+06
1841,1.725e+07,9.48547e+06
1843,2.00816e+06,9.48547e+06
1843,2.00816e+06,1.77344e+06
1845,4.48583e+06,1.77344e+06
1847,3.65031e+06,1.77344e+06
1847,3.65031e+06,929515
1843,3.65031e+06,2.0875e+07
1845,1.09516e+07,2.0875e+07
1844,1.09516e+07,2.52174e+06
1846,5.21455e+06,2.52174e+06
1845,5.21455e+06,3.60606e+06
1845,5.21455e+06,3.44828e+06
1847,601227,3.44828e+06
1846,601227,3.04255e+06
1848,1.15371e+07,3.04255e+06
1844,1.15371e+07,3.59787e+06
1844,1.15371e+07,5.53763e+06
1846,1.3609e+06,5.53763e+06
1846,1.3609e+06,661417
1846,1.3609e+06,1.18301e+06
1848,1.10694e+07,1.18301e+06
1847,1.10694e+07,5.32459e+06
1847,1.10694e+07,637324
1846,1.10694e+07,1.91837e+06
1839,1.10694e+07,1.21549e+07
1841,1.31522e+07,1.21549e+07
1843,1.06718e+07,1.21549e+07
1840,1.06718e+07,5.60687e+06
1840,1.06718e+07,48192.8
1842,1.11557e+07,48192.8
1838,1.11557e+07,3.02544e+07
1840,1.14815e+07,3.02544e+07
1840,1.14815e+07,9.85417e+06
1842,7.04462e+06,9.85417e+06
1836,7.04462e+06,8.88835e+06
1838,4.17442e+06,8.88835e+06
1840,1.49167e+06,8.88835e+06
1840,1.49167e+06,2.572e+06
1840,1.49167e+06,2.00658e+06
1840,1.49167e+06,25000
1842,2.75974e+06,25000
1842,2.75974e+06,1.59714e+07
1844,2.29835e+07,1.59714e+07
1846,3.4697e+06,1.59714e+07
1845,3.4697e+06,3.51031e+06
1843,3.4697e+06,1.98141e+06
1843,3.4697e+06,979592
1839,3.4697e+06,9.25573e+06
1841,1.74512e+07,9.25573e+06
1839,1.74512e+07,2.31081e+07
1839,1.74512e+07,2.55484e+06
1841,1.00901e+07,2.55484e+06
1840,1.00901e+07,2.54955e+06
1837,1.00901e+07,6.47748e+06
1839,3.85641e+06,6.47748e+06
1838,3.85641e+06,997685
1840,1.19852e+07,997685
1840,1.19852e+07,1.25146e+06
1839,1.19852e+07,1.93484e+06
1841,245763,1.93484e+06
1836,245763,1.97809e+07
1838,2.85462e+07,1.97809e+07
1838,2.85462e+07,2.97872e+06
1840,919149,2.97872e+06
1835,919149,2.01211e+07
1837,1.09877e+07,2.01211e+07
1839,5.68932e+06,2.01211e+07
1839,5.68932e+06,1.0641e+06
1838,5.68932e+06,6.5e+07
1840,9.90909e+06,6.5e+07
1838,9.90909e+06,1.21414e+07
1840,6.72165e+06,1.21414e+07
1840,6.72165e+06,1.948e+07
1839,6.72165e+06,2.50172e+07
1841,3.92369e+06,2.50172e+07
1843,7.57679e+06,2.50172e+07
1843,7.57679e+06,3.95455e+06
1842,7.57679e+06,3.44715e+06
1842,7.57679e+06,3.63366e+06
1844,7.96209e+06,3.63366e+06
1832,7.96209e+06,8.70961e+06
1834,1.14545e+08,8.70961e+06
1836,2.05634e+06,8.70961e+06
1838,1.48069e+06,8.70961e+06
1840,321300,8.70961e+06
1840,321300,1.74408e+06
1838,321300,3.80723e+06
1840,5.54701e+06,3.80723e+06
1842,5.25e+06,3.80723e+06
1842,5.25e+06,2.52632e+06
1844,7.41667e+06,2.52632e+06
1843,7.41667e+06,8.2375e+06
1841,7.41667e+06,1.3237e+07
1843,1.80889e+07,1.3237e+07
1845,7.57025e+06,1.3237e+07
1845,7.57025e+06,1.20794e+07
1847,1.03525e+07,1.20794e+07
1847,1.03525e+07,750769
1847,1.03525e+07,3.06548e+06
1849,2.5e+06,3.06548e+06
1851,1.35776e+06,3.06548e+06
1851,1.35776e+06,4.52e+07
1851,1.35776e+06,264516
1853,5.43842e+06,264516
1851,5.43842e+06,6.15702e+06
1851,5.43842e+06,1.21028e+06
1853,8.45789e+06,1.21028e+06
1849,8.45789e+06,2.07879e+07
1851,2.89655e+06,2.07879e+07
1851,2.89655e+06,171875
1848,2.89655e+06,1.08852e+07
1850,3.26778e+06,1.08852e+07
1852,2.27706e+06,1.08852e+07
1854,5.20732e+06,1.08852e+07
1853,5.20732e+06,9.44358e+06
1855,1.076e+07,9.44358e+06
1853,1.076e+07,1.88723e+07
1855,1.42035e+06,1.88723e+07
1850,1.42035e+06,1.178e+07
1850,1.42035e+06,477778
1852,1.20924e+07,477778
1854,4.57934e+06,477778
1847,4.57934e+06,1.5777e+07
1849,2.27912e+07,1.5777e+07
1847,2.27912e+07,9.74545e+06
1849,4.60268e+06,9.74545e+06
1851,3.7208e+06,9.74545e+06
1849,3.7208e+06,8.17241e+06
1849,3.7208e+06,6.89259e+07
1851,4.51339e+06,6.89259e+07
1853,4.96154e+06,6.89259e+07
1851,4.96154e+06,3.12021e+07
1853,1.15214e+07,3.12021e+07
1855,1.45957e+06,3.12021e+07
1855,1.45957e+06,2.11143e+07
1857,2.29518e+06,2.11143e+07
1859,1.01788e+07,2.11143e+07
1859,1.01788e+07,5.24597e+06
1859,1.01788e+07,1.92615e+06
1856,1.01788e+07,6.10811e+06
1858,4.2681e+06,6.10811e+06
1858,4.2681e+06,1.46023e+06
1858,4.2681e+06,1.61667e+06
1860,1.65789e+06,1.61667e+06
1862,983539,1.61667e+06
1862,983539,390511
1864,5.5451e+06,390511
1864,5.5451e+06,654618
1866,751309,654618
1866,751309,1e+07
1864,751309,2.52308e+07
1866,2.32105e+07,2.52308e+07
1858,2.32105e+07,1.57622e+07
1860,1.63699e+06,1.57622e+07
1862,4.98601e+06,1.57622e+07
1859,4.98601e+06,3.69302e+07
1861,4.93382e+07,3.69302e+07
1863,2.66445e+06,3.69302e+07
1862,2.66445e+06,1.93818e+07
1864,844237,1.93818e+07
1866,1.13675e+06,1.93818e+07
1868,42042,1.93818e+07
1870,1.01382e+07,1.93818e+07
1870,1.01382e+07,4.3527e+06
1872,558511,4.3527e+06
1874,3.06044e+06,4.3527e+06
1869,3.06044e+06,5.61282e+06
1869,3.06044e+06,685039
1871,2.97714e+06,685039
1873,3.31119e+06,685039
1873,3.31119e+06,2.66667e+07
1869,3.31119e+06,1.30185e+07
1871,1.22632e+06,1.30185e+07
1873,1.97685e+06,1.30185e+07
1875,8.56548e+06,1.30185e+07
1873,8.56548e+06,6.35057e+06
1871,8.56548e+06,5.41447e+06
1873,1.36771e+07,5.41447e+06
1872,1.36771e+07,6.3128e+06
1872,1.36771e+07,702128
1874,2.14379e+06,702128
1874,2.14379e+06,459770
1876,4.3375e+06,459770
1873,4.3375e+06,1.10576e+07
1875,4.03053e+06,1.10576e+07
1871,4.03053e+06,6.98403e+06
1873,1.23464e+07,6.98403e+06
1873,1.23464e+07,6.08602e+06
1873,1.23464e+07,158192
1875,2.92581e+06,158192
1875,2.92581e+06,1.25e+06
1877,1.26778e+07,1.25e+06
1876,1.26778e+07,1.84483e+07
1876,1.26778e+07,2.21818e+06
1878,1.91623e+06,2.21818e+06
1876,1.91623e+06,8.96667e+06
1878,4.9941e+06,8.96667e+06
1880,3.28643e+06,8.96667e+06
1875,3.28643e+06,5.42537e+06
1877,2.09028e+07,5.42537e+06
1872,2.09028e+07,2.69022e+07
1874,2.64182e+07,2.69022e+07
1876,1.56667e+07,2.69022e+07
1876,1.56667e+07,1.17803e+07
1878,2.40611e+06,1.17803e+07
1874,2.40611e+06,5.27848e+06
1876,3.51136e+06,5.27848e+06
1878,188976,5.27848e+06
1878,188976,5.33607e+06
1880,4.56364e+06,5.33607e+06
1882,3.82514e+06,5.33607e+06
1884,1.3252e+06,5.33607e+06
1879,1.3252e+06,2.70779e+07
1881,4.73356e+06,2.70779e+07
1883,593496,2.70779e+07
1882,593496,1.70408e+06
1879,593496,6.63102e+06
1881,1.25056e+07,6.63102e+06
1881,1.25056e+07,8.4e+06
1881,1.25056e+07,1.19307e+06
1883,2.46121e+06,1.19307e+06
1885,963415,1.19307e+06
1884,963415,2.43548e+06
1886,1.72715e+07,2.43548e+06
1883,1.72715e+07,1.08952e+07
1885,4.02273e+06,1.08952e+07
1885,4.02273e+06,3.33571e+06
1884,4.02273e+06,2.44086e+06
1886,6.12295e+06,2.44086e+06
1888,1.82474e+06,2.44086e+06
1885,1.82474e+06,5.48649e+06
1884,1.82474e+06,6.17526e+06
1886,3.83784e+06,6.17526e+06
1888,6.09048e+06,6.17526e+06
1885,6.09048e+06,4.79817e+06
1885,6.09048e+06,2.58537e+06
1887,3.79487e+06,2.58537e+06
1882,3.79487e+06,6.41781e+06
1884,7.62914e+06,6.41781e+06
1880,7.62914e+06,3.69079e+06
1882,9.96795e+06,3.69079e+06
1882,9.96795e+06,2.15905e+06
1882,9.96795e+06,184524
1882,9.96795e+06,191860
1884,577931,191860
1884,577931,33057.9
1884,577931,547112
1886,7.33523e+06,547112
